ID,Interview.ID,Role,Speaker,Utterance,Line,Stanza,ML.AI.Applications,Limitations.of.ML.AI,Privacy,Human.involvemnt.interaction,Bias..Prejudice..and.Harm,Minimizing.Bias.and.Harm,Assessing.Underlying.Motivations,Trust.Building,Algorithms.and.computational.thinking,Training.and.Testing.Machines.Using.Data
47,SA,Researcher,Researcher 2,"Yeah. That's fascinating. That's what we're hoping to do is get some students, well not every student is going to be somebody who researches AI, but at least they'll be critical consumers. Right?",47,7,0,0,0,0,0,0,0,0,0,0
48,SA,Industry ,Matthew,Right. Yeah. That's the most important thing.,48,7,0,0,0,0,0,0,0,0,0,0
49,SA,Researcher,Researcher 2,"Exactly. So as somebody who works with AI and other people who work with AI, how would you describe the people who are designing and distributing AI or machine learning applications and tools?",49,7,0,0,0,1,0,0,0,0,0,0
50,SA,Industry ,Matthew,How would I describe them? Who is doing it?,50,7,0,0,0,0,0,0,0,0,0,0
51,SA,Researcher,Researcher 2,Mm-hmm (affirmative).,51,7,0,0,0,0,0,0,0,0,0,0
52,SA,Industry ,Matthew,"I don't know. Engineers. They're engineers. I'm more on the research side of things. So there's a lot of research happening obviously at universities. But I think that in terms of who's actually developing applications and tools that requires more engineering resources and more computational power that often universities unfortunately don't have. So it's a lot of institutions like Google and Microsoft and Facebook and Apple and Amazon. And so it's a lot of the big tech companies are the ones that are producing the applications and the technologies. Another thing that I work a lot on is on open source tools. And I would like to democratize that a little bit more. I wish it was. But I think right now, a lot of the main AI systems and ML tools are definitely kind of sequestered in the top five tech companies basically.",52,7,0,0,0,1,0,0,0,0,0,0
53,SA,Researcher,Researcher 2,"Yeah, yeah. That's how it's going to be now, but who knows what it'll be in the future, right?",53,7,0,0,0,0,0,0,0,0,0,0
54,SA,Industry ,Matthew,Yeah,54,7,0,0,0,0,0,0,0,0,0,0
55,SA,Researcher,Researcher 2,"So my last question for you, because you work at Microsoft and do research for Microsoft, do you know of any applications or tools that Microsoft has to help people learn about machine learning or AI and any maybe tools that are directly related to children learning about machine learning or AI?",55,7,0,0,0,0,0,0,0,0,0,0
56,SA,Industry ,Matthew,"I have to think. And I can maybe send you some links, but I know there's research going on, for example, because Microsoft owns Minecraft. There's research going on. I think they've released it as... But there's really research going on like how do you do reinforcement learning in Minecraft? How do you use Minecraft to create intelligent agents? And I think they've released tools and things that people can explore that on their own with Minecraft. So that's one thing. There's another project that comes to mind. I think it's called Make Code. I don't know. Is that a thing? Let me look really quick. I thought that has some element of... Oh this also has something to do with Minecraft, I guess. Microsoft free online learn to code platform. Yeah. So let me send you this link.",56,7,1,0,0,1,0,0,0,0,1,0
57,SA,Researcher,Researcher 2,Awesome. Thank you.  Appreciate it.,57,7,0,0,0,0,0,0,0,0,0,0
58,SA,Industry ,Matthew,"So this is another kind of project that I remember seeing out of Microsoft Research. And it's about coding in general, I think and computer science, but I think it gets into some things that have some AI. So yeah, I think that those are the places I'd start.",58,7,0,0,0,0,0,0,0,0,1,0
59,SA,Researcher,Researcher 2,"Oh yeah great Thank you um is there anything else, that you would like to add that we haven't touched on yet",59,7,0,0,0,0,0,0,0,0,0,0
60,SA,Industry ,Matthew,"Um, no not really. I mean, I'm curious to hear more about like what the overall goals of this project that you guys are working on.",60,7,0,0,0,0,0,0,0,0,0,0
61,SA,Researcher,Researcher 2,"Um, let me stop the recording and then I'll go ahead and get into that.  ",61,7,0,0,0,0,0,0,0,0,0,0
1,BS,Researcher,Researcher 2,"Hi. Today is Friday, February 4th, 2022. And we are with Jerry. Thank you Beau again, for volunteering. Would you tell me a little bit about your professional background and work history?",1,8,0,0,0,0,0,0,0,0,0,0
2,BS,Grad Student,Jerry,"Sure. Basically, I have not been officially in the working world yet. I did my undergrad in psychology in University and graduated December of 2018. Then my current grad program, which is in human-centered computing, did not start until the fall. So, I was a substitute teacher at a middle school for that whole semester. And then over the summer, I just kind of take a break, went to Europe, all that good stuff. Then I started in the fall and I've been a research assistant ever since, working on human-AI teaming projects. Specifically, my research is on team cognition in human-AI teams.  I don't know, we can get more into the weeds with that, but the only other professional work experience I have is working at a light during internship my junior year of undergrad. And they did benefits management stuff. To be honest with you, I know this is a bad AI. Basically, their entire company could go away because they... I don't know, my job, it was just so much data management and it's crazy because they hire people with four-year degrees to do these jobs that you could basically do a Python script for.",2,8,1,0,0,1,0,0,0,0,1,0
3,BS,Researcher,Researcher 2,Not pay these people's salaries.,3,8,0,0,0,0,0,0,0,0,0,0
4,BS,Grad Student,Jerry,Literally,4,8,0,0,0,0,0,0,0,0,0,0
5,BS,Researcher,Researcher 2,That's interesting. How did you actually... I know you said you had a psychology degree from University and then you kind of moved into the human-centered computing program. What made you interested in that? How did you become interested in working with AI and machine learning?,5,8,0,0,0,0,0,0,0,0,1,0
6,BS,Grad Student,Jerry,"I pretty much always wanted to be more in the realm of technology and computer science, but also just really working with people. I was a little intimidated by computer science as a field at first. So, I went with psych. And then, I always knew I wanted to go to grad school. And so, I was originally thinking a good marriage between the two would be human factor psychology, because that is also very involved with technology and design and development. But I didn't even know about the human-centered computing program until my current advisor, I found some papers by him that were about human-AI teaming and team cognition in those teams. And so, I reached out to him and the lab that I was working at the time, I did a collaboration with Nathan and he basically just reached out at me and was like, ""Hey, I'd like to have you in the lab. What do you think?"" And I'm thinking to myself, ""Oh, this is an opportunity to get to learn computer science and be a little bit more involved in that and still retain the usefulness of my undergrad."" So, I jumped right at that opportunity.",6,8,1,0,0,0,0,0,0,0,1,0
7,BS,Researcher,Researcher 2,"Wow. Yeah. That sounds like great opportunity for you to just be presented with it. I mean, that's fantastic. It also shows your value, right? That he thought that you-",7,8,0,0,0,0,0,0,0,0,0,0
8,BS,Grad Student,Jerry,"I always was surprised by how personal grad school really is, between the advisor and the student. And when you're applying too. Basically, if a professor wants you and wants you to be accepted in the program, it's basically all you need. It's really weird. It kind of threw me for a loop when I was learning about that.",8,8,0,0,0,0,0,0,0,0,0,0
9,BS,Researcher,Researcher 2,"It's definitely different than undergrad. I got my undergrad at University too, in genetics. So, I understand. I'm doing a similar thing as you. Would you tell me a little bit more about your AI teaming and cognition, your research, what you're studying?",9,8,1,0,0,0,0,0,0,0,1,0
10,BS,Grad Student,Jerry,"Sure. All the research I've done up to this point has been looking at basically what does team cognition currently look in human-AI teams? I did a study on the role of spatial awareness or the availability of spatial information. And then I did another study that was essentially just looking at, it was pretty exploratory in the fact that I just studied or I just collected measures of shared mental models, along with trust and a bunch of qualitative data. So, for the objective measure, I say objective, but it's hard to actually measure a construct like that objectively. We didn't get anything on the objective measures, but the qualitative data that we got was really interesting. The perceived team cognition too is lower when you're working with AI, which I thought was pretty interesting. And then, there was lower trust as well. And it gets worse when you work with two AIS and you're the only human. When you become a minority member of the team, versus when it's two humans and one AI. So, that's where my research has been. And basically what I want to move into is how to develop, or figuring out what qualities an AI can have that is going to best support shared understanding between humans in a human-AI team. And then going that extra step and creating basically a shared mental model of the AI teammate and its operation. And that sounds a lot like AI explainability and transparency, but I think you take it a step further in making sure that both human teammates have a shared understanding of that. You know, I can go deep into the weeds in terms of the theory behind it, because you got task mental models and team mental models, and I'm kind proposing that there should be a AI teammate mental model that the humans can share, but basically developing AI that are going to support the more traditional aspects of shared understanding for humans. And then also developing them in a way that makes it easy for the humans to develop a mental model of the AI teammate, because you know, working with AI is very different. They are very smart and very stupid at the same time.",10,8,1,1,0,1,0,0,0,1,0,0
11,BS,Researcher,Researcher 2,"That's very true. Very true. That's interesting. Yeah. Thank you for sharing that. Just a personal question. When you were talking about the trust within the human team member and the AI team members, they were aware that they were working with AI, correct? Or were they... Okay. Just curious. I wonder, do you think the humans would be able to figure out they're working with AI if they didn't know that the person, the teammate was an AI teammate? This is just a personal question. Just curious.",11,8,0,0,0,0,0,0,0,1,0,0
12,BS,Grad Student,Jerry,"It kind of depends. If communication's involved, they can figure it out pretty easily. I know what you're trying to propose and that is an experiment that I think would be really cool. And I actually do know somebody that's doing something with that, but I think most people will be able to figure out that they're working with an AI teammate if they're even just textually communicating. Because you know, everybody knows natural language processing is so bad, but I actually did run a study where I used participant confederates. I had them act as the Wizard of Oz. I had them play with two other individuals. They didn't communicate. That's what kept the deception alive. But they were in a team of three and they were working with two other participants and I told everybody they were working with two other AI. And just because I had told them that they were working with AI, it changed a lot of things and they actually performed much worse. Whereas, had the same exact setup, but I just told them, ""Hey, you're all working together. You're all human.""",12,8,0,1,0,0,0,0,0,1,0,0
13,BS,Researcher,Researcher 2,"Oh, that's fascinating. That's interesting.",13,8,0,0,0,0,0,0,0,0,0,0
14,BS,Grad Student,Jerry,Just the perception of working with an AI really changed what they did.,14,8,0,0,0,1,0,0,0,0,0,0
15,BS,Researcher,Researcher 2,"That's really interesting. I'm new to the AI world, so I appreciate all this information. It's just fascinating to me.",15,8,0,0,0,0,0,0,0,0,0,0
16,BS,Grad Student,Jerry,I think it's so cool. ,16,8,0,0,0,0,0,0,0,0,0,0
17,BS,Researcher,Researcher 2,"It is. I mean, my background's in genetics, so very different, but very interesting. If somebody came up to you and asked you to define AI, how would you define it?",17,8,0,0,0,0,0,0,0,0,0,0
18,BS,Grad Student,Jerry,"I have to do this pretty somewhat frequently with... Anytime my parents are always like, ""Hey, Beau, tell me what you do,"" and stuff. And I'm like, ""Oh, AI."" ""Oh, what do you mean?"" Basically, AI, I always just kind of want to call it any kind of computer program or algorithm or anything that can basically teach itself and improve over time. Just any program that teaches itself to do something or achieve a goal or become more efficient.",18,8,0,0,0,0,0,0,0,0,1,1
19,BS,Researcher,Researcher 2,"Yeah. So, then, how would you define machine learning, because I know, sometimes some people use them interchangeably-some people don't. So, what is your definition of machine learning?",19,8,0,0,0,0,0,0,0,0,0,0
20,BS,Grad Student,Jerry,"For machine learning, it's just a subset of AI and the fact that it kind of pulls from a bunch of different fields, like statistics and operations management and stuff. Basically machine learning, there's a lot of... You could take big data, the term big data and just throw machine learning at it. Machine learning is something that's going to pull value from that data by itself.",20,8,0,0,0,0,0,0,0,0,0,1
21,BS,Researcher,Researcher 2,"Okay, great. Thank you. What are some current issues or trends that you see in AI and machine learning? Do you see any issues or concerns?",21,8,0,0,0,0,0,0,0,0,0,0
22,BS,Grad Student,Jerry,"There's a huge issue of ethics and bias that goes right along with that. It's really hard, obviously, to ensure that anything that humans implement, even if they're our own policies, it's hard enough to make sure that those aren't biased and disparaging any one group disproportionately. That is a major problem because we would like to offload a lot of decision-making to AI, to free us up for other tasks. So, being able to actively target, no, find target and mitigate biases in AI is a huge major problem. And I also think ethics is a huge issue. I think it is somewhat separate from bias because with ethics you got, I don't know. I don't know why I always go to zero to 100, but with ethics, I think of life and death decisions and that's something that Tesla and any car company that's trying to do autonomous driving is going to end up having to deal with, at some point. Everybody's kind of been avoiding it, especially with self-driving vehicles, but there was a NATO report last year. I actually just used it in a paper. I cited the report where an AI program on a combat drone, literally... They didn't outright say it killed somebody, but they were like, ""It was trying to.""",22,8,1,1,0,1,1,1,0,0,0,0
23,BS,Researcher,Researcher 2,Oh.,23,8,0,0,0,0,0,0,0,0,0,0
24,BS,Grad Student,Jerry,"And it was not connected to a human, so there was no human to intervene in its decision-making. It was disconnected from its operators at the time.",24,8,0,1,0,1,0,0,0,0,0,0
25,BS,Researcher,Researcher 2,Yeah that's definitely an ethical issue that we need to encounter. ,25,8,0,0,0,0,1,0,0,0,0,0
26,BS,Grad Student,Jerry,"I think that's a huge, huge issue. ",26,8,0,0,0,0,0,0,0,0,0,0
27,BS,Researcher,Researcher 2,"Do you have an example? You provided an example of the ethical issue. Do you have an example of the other issue, a more social issue?",27,8,0,0,0,0,1,0,0,0,0,0
28,BS,Grad Student,Jerry,"Yeah. With bias, the there's a famous Facebook, one where they're serving ads for higher paying jobs to more men than women. There's other ones where they're predictive policing. The algorithm AI will tell officers to target more communities of color and not the communities of... it's the inverse of minority and majority. And then there's another one. Oh. That they have AI algorithms that try and identify candidates for parole. And it'll say that African American individuals are 40% more likely to repeat offend, even though the human will look at the data and be like, ""That's not my experience. That's not the case. That's not true."" Things like that.",28,8,1,0,0,0,1,0,0,0,1,0
29,BS,Researcher,Researcher 2,"I actually, have never heard of the last one before so that was interesting",29,8,0,0,0,0,0,0,0,0,0,0
30,BS,Grad Student,Jerry,"I think it's in a paper that... You're friends with Caitlin, right?",30,8,0,0,0,0,0,0,0,0,0,0
31,BS,Researcher,Researcher 2,"Yeah.  Yeah, I am.",31,8,0,0,0,0,0,0,0,0,0,0
32,BS,Grad Student,Jerry,Yeah. I think it's in a paper of theirs that they just submitted so they could [inaudible 00:14:14] you with the actual citation.,32,8,0,0,0,0,0,0,0,0,0,0
33,BS,Researcher,Researcher 2,Yeah. I'll ask her about that. What type of people are designing and distributing these AI and machine learning applications and tools?,33,8,0,0,0,1,0,0,0,0,0,0
34,BS,Grad Student,Jerry,"For the most part, people that don't have a lot of experience in these issues that are really important. To be honest with you, I don't think there's enough representation from the different fields and perspectives and groups of people that need to be there making those decisions and/or developing these things. You know, AI started out as such a niche aspect of computer science and it's just ballooned into something that basically every single field needs to have their hands on. So, it's a challenge too though, because it's hard for computer science individuals to communicate and convey how these things work to individuals in other fields and to just the general public. The general public has a lot of misconceptions about what AI can and can't do. What was the original question?",34,8,1,1,0,1,0,0,0,0,0,0
35,BS,Researcher,Researcher 2,What sort of like people are designing or distributing these?,35,8,0,0,0,1,0,0,0,0,0,0
36,BS,Grad Student,Jerry,"Okay, I answered that",36,8,0,0,0,0,0,0,0,0,0,0
37,BS,Researcher,Researcher 2,"Yeah, you did. I think you did. Oh, cute cat.",37,8,0,0,0,0,0,0,0,0,0,0
38,BS,Grad Student,Jerry,"Thank you. His name's Weezy, after... We got him, I think when No Ceilings dropped, so it is after Lil Wayne.",38,8,0,0,0,0,0,0,0,0,0,0
39,BS,Researcher,Researcher 2,That's awesome. I love that. What are your thoughts about youth learning about AI or machine learning?,39,8,0,0,0,0,0,0,0,0,1,0
40,BS,Grad Student,Jerry,"I think it's wildly important. I don't think that programming should be something you go to college for. I think this is something that everybody should learn. It literally should just be like typing class. And I think AI should be... I don't know. Because some people, I don't know, I don't want to make people go that deep into something that they might not be that interested in. You know, I think everybody should learn programming because I think it'll become somewhat of a basic skill too. But actually, you know what, we got AI that are starting to program now and you got the discussion that manual programming is going to become obsolete because AI can program everything. So, that just kind of speaks to the complexity of what AI represents. I think it should be included more in the curriculum. I'll meet in the middle. I think it should be included more in the curriculum. I might not put it as an entire class. However, I do think that children should be given many more opportunities to learn about these technical things than they currently are. I think we should give them more to challenge them with. I think kids can do a lot more than we think they can.",40,8,1,0,0,0,0,0,0,0,1,0
41,BS,Researcher,Researcher 2,"I agree, I agree, so what age, do you think it would be appropriate to start introducing these concepts to young people",41,8,0,0,0,0,0,0,0,0,0,0
42,BS,Grad Student,Jerry,"You know there's different ways to like introduce these things like you can introduce you know the concepts of AI to elementary school or elementary aged children, and then you know, just as they grow in the middle school and high school.  Those concepts can be expanded upon and elaborated, and you can get into those details.  And the specifics like when I substitute teacher who there I can't remember her name, I think it was very she has shared like technology class and she was a you know it's like physical programming, where you have the little robot that you guys along the line you know so like you know, an elementary school, you can-Yeah, you can talk to him about what.  You know what these.  Like how basically how these devices function, you know, probably not get super in depth with it, but like you know, once you get a middle school, you can start talking to them about  more advanced aspects, like the you know physical programming that my name is Barry was trying to show them, and you know, in the in the high school, you can really kind of get down to the nitty gritty.  So I think I think it should be taught at all ages, but obviously it should just follow the curve of development",42,8,0,0,0,0,0,0,0,0,1,0
43,BS,Researcher,Researcher 2,I agree. I agree. What age do you think it would be appropriate to start introducing these concepts to young people?,43,8,0,0,0,0,0,0,0,0,0,0
44,BS,Grad Student,Jerry,"You know, there's a lot of different ways to introduce these things. You can introduce the concepts of AI to elementary school or elementary age children. And then, just as they grow into middle school and high school, those concepts can be expanded upon and elaborated and you can get into those details and the specifics. When I was a substitute teacher over there, I can't remember her name. I think it was Ms. Barry. She had the technology class and she was... It's like physical programming where you have the little robot that goes along the line. In elementary school you can… Yeah, you can talk to them about basically how these devices function, probably not get super in-depth with it. But once you get to middle school, you can start talking to them about more advanced aspects like the physical programming that Ms. Barry was trying to show them. And once you get into high school, you can really kind of get down to the nitty-gritty. So, I think it should be taught at all ages, but obviously it should just follow the curve of development.",44,8,0,0,0,1,0,0,0,0,1,0
45,BS,Researcher,Researcher 2,Yeah. That makes a lot of sense. What do you think is the most important things that you should know about with AI and machine learning?,45,8,0,0,0,0,0,0,0,0,1,0
46,BS,Grad Student,Jerry,"Trying to think. The first thing that jumps to my mind is that any of these algorithms is responding to you and your digital choices, I guess. The importance of their data, and I know the erosion of privacy or the apathy towards the erosion of our privacy is continuing. I'm trying to think. I'm not sure how to teach people about things that are going to... or how to teach the youth about issues of ethics and bias because being involved in that conversation, I don't know. It requires, like we were talking about... I don't know, it's just hard to teach kids, I feel like. Those are hard topics to broach. And so, I'm thinking that might be something restricted to like high school, but I don't know. The sooner you start teaching things to kids the better, because they have continual reinforcement throughout all of their years. I don't know. What do you think? How do we teach kids concepts like that?",46,8,0,0,1,1,1,1,0,0,1,1
47,BS,Researcher,Researcher 2,"Well, that's one of the reason we're interviewing all of you, is because we're trying to create a tool to help teach young children or young people about machine learning and AI and hopefully integrate some social and ethical issues into that. That's our goal, is that we're trying to figure out how to do that. Do you have any ideas of games or resources that you've seen that engage youth in these kinds of conversations or just conversations about AI or machine learning?",47,8,0,0,0,1,0,1,0,0,1,0
48,BS,Grad Student,Jerry,"Hmm. I think kids would probably always like to use... I remember when I was a kid, a chat bot was something that was super cool to me. And that is something, I'm sure when I was a kid probably not even close to being actually, it was probably just a self-programmed expert system or... oh gosh, I don't even remember what to call it. It's a certain type of algorithm. But OpenAI has a program called GTP-3 that you can play around with. It's really cool. It's the most advanced national language processing algorithm in the world. And that is something that I'm sure kids would have a lot of fun exploring, honestly, because you can look at the different models that they have and they.-you can go as depth into detail as you want. I think that would be really cool. I think teaching kids how to... I think reinforcement learning programming is also another good avenue. I did a educational component thing for this fellowship that I was on, and I basically made this video to teach middle schoolers how to make a reinforcement learning AI or it's really just a reinforcement learning model, and the programming language was Python, but the library that it was implemented on was Tensorforce. And it's really not that hard. It's so much easier than you'd think. I basically coded everything up and just added it to where they would enter one or two things and be able to see how it changes. I think that, obviously somebody can do it better than I can. They probably still would've had a very hard time figuring out how to do it. But I think especially as these libraries continue to develop and become even easier, you can do, especially with machine learning models, you can do some of those in two lines of code. So, I think that would be a really good way. It might be something for only middle school and high school, but you might be able to bring it down to the elementary level and just hold their hand or just show them on the screen, getting those kids to actually see the process of how these models get made and how they can be implemented for useful features. Or there you go. There's a way to show them bias. You can do two models based on two different sets of training data and you can show them, ""Hey, do you see how this one outputs basically bias and incorrect answers, whereas this one with the more representative training set does make better decisions that more humans would make?"" And then, it also shows them that AI aren't perfect impartial beings. They are subject to the same flaws that we are, especially if we're giving them training data that we make. But yeah, I think that's probably the best way to get down into the nitty-gritty.",48,8,1,0,0,1,1,1,0,0,1,1
49,BS,Researcher,Researcher 2,Yeah. That's a really good suggestion. Can you think of any ways that we can help youth connect these topics to their everyday lives and make it meaningful to them?,49,8,0,0,0,0,0,0,0,0,0,0
50,BS,Grad Student,Jerry,"I mean, just pull anything out. I mean, a phone. This Google Home I have here, AI is everywhere. There is not a thing... I'm sure there's an AI processing algorithm in my camera right now that is doing something with my face. Any browser, your email. I mean, it's everywhere. Getting them to connect that training data and all this data that AI uses to continually teach itself and learn is coming from you and it's coming from everywhere. That might be a little scary for them to think about. But I think it's important to know.",50,8,1,0,0,1,0,0,0,0,1,1
51,BS,Researcher,Researcher 2,"Oh, I think that's important to know too. I think that's all of the questions I have for you. Is there anything else you would like to add that we haven't touched on, that you think is important or valuable?",51,8,0,0,0,0,0,0,0,0,0,0
52,BS,Grad Student,Jerry,"My mom is a teacher, and so is my sister. And I'm also curious to know what their take is on how to-",52,8,0,0,0,0,0,0,0,0,0,0
53,BS,Researcher,Researcher 2,What grades do they teach?,53,8,0,0,0,0,0,0,0,0,0,0
54,BS,Grad Student,Jerry,"My mom was certified for all grades, but she's in the district office now and she runs the English as a Second Language and World Languages.",54,8,0,0,0,0,0,0,0,0,0,0
55,BS,Researcher,Researcher 2,Oh.,55,8,0,0,0,0,0,0,0,0,0,0
56,BS,Grad Student,Jerry,[crosstalk 00:27:01] district. I'm going to text her.,56,8,0,0,0,0,0,0,0,0,0,0
57,BS,Researcher,Researcher 2,I'm curious. What district does she work for?,57,8,0,0,0,0,0,0,0,0,0,0
58,BS,Grad Student,Jerry,"District 5, Lexington-Richland.",58,8,0,0,0,0,0,0,0,0,0,0
59,BS,Researcher,Researcher 2,"Oh, okay. Yeah, my mom's a... she was a teacher. She's now a speech pathologist. So, I've been in the teaching world as well with those.",59,8,0,0,0,0,0,0,0,0,0,0
60,BS,Grad Student,Jerry,What was that... All right. Can you say the question again?,60,8,0,0,0,0,0,0,0,0,0,0
61,BS,Researcher,Researcher 2,"The last thing I asked was if there was anything else you wanted to add, but before that I asked if there was any ways that we can help youth connect the topics of AI and machine learning and make it mean-",61,8,0,0,0,0,0,0,0,0,1,0
62,BS,Grad Student,Jerry,What about the one before that?,62,8,0,0,0,0,0,0,0,0,0,0
63,BS,Researcher,Researcher 2,"The one before that was, are there any particular tools or resources that you are aware of that we can use to help youth engage in conversations about machine learning, AI and ethics?",63,8,0,0,0,0,1,1,0,0,1,0
64,BS,Grad Student,Jerry,"Ooh, wait, I'm sorry. The one before that one. The one I got stumped on.",64,8,0,0,0,0,0,0,0,0,0,0
65,BS,Researcher,Researcher 2,"The one you got stumped on. Oh. It was, what do you think is important for youth to know about AI and machine learning? Is that the right one?",65,8,0,0,0,0,0,0,0,0,1,0
66,BS,Grad Student,Jerry,I think it was the one after that. Hold on. I know you sent me the script. It might be here.,66,8,0,0,0,0,0,0,0,0,0,0
67,BS,Researcher,Researcher 2,"[crosstalk 00:28:14] in there. We also have, what age do you think is appropriate for them to introduce these concepts?",67,8,0,0,0,0,0,0,0,0,0,0
68,BS,Grad Student,Jerry,"When she responds, I will send it to Caitlin and she'll send it to you.",68,8,0,0,0,0,0,0,0,0,0,0
69,BS,Researcher,Researcher 2,Yeah. She'll send it to me. Yeah. We're in contact. She was a nice middle man for this meeting.,69,8,0,0,0,0,0,0,0,0,0,0
70,BS,Grad Student,Jerry,"Oh, yeah. But yeah, no, I think that does it.",70,8,0,0,0,0,0,0,0,0,0,0
71,BS,Researcher,Researcher 2,Okay. I'm going to go ahead and stop the recording.,71,8,0,0,0,0,0,0,0,0,0,0
1,CF,Researcher,Researcher 2,"So we have Chris with us today, and it is Wednesday February 16 2022. Thank you, Chris. So, Chris could you tell me a little bit about your professional background and work history.  ",1,9,0,0,0,0,0,0,0,0,0,0
2,CF,Grad Student,Brad,"Yeah, so I got a computer science degree, and then during my computer science degree, I worked at a few different jobs using it. So I worked, like, IT management in ceilings working IT, I then had two stints doing software development work, one for a manufacturing company and then another for a larger tech company. And then around the time of graduating, I decided to go into grad school instead. And now that I'm in grad school, most of what I do is research with AI systems and humans using AI systems.",2,9,1,0,0,1,0,0,0,0,1,0
3,CF,Researcher,Researcher 2,Would you mind telling me a little bit about like what got you interested in computer science and AI. ,3,9,0,0,0,0,0,0,0,0,0,0
4,CF,Grad Student,Brad,"Yeah, so I think there's two small separations there, which is like my initial interest in computer science is when I was a lot younger. I actually went to a fair amount of coding camps as a kid. I just always was around tech and then my mom knew I liked it a lot. So we would go do local camps that would look at programming and things like that, were just in the area and targeting younger kids. Then when I got out of high school, the guy who gave me my first job as an IT professional decided to teach a coding course at my high school. So I took that a few times just so that way I could keep redoing it and I found it really fun. And also it was just like really interesting, because it was vastly different than all the other material we were covering in high school. And then obviously I went into getting the CS degree in four years of that. So I just stuck with it. And then when I got into grad school, I had to pick a domain and I wanted to work on tech that was more like 10, 15, 20 years out as opposed to looking at tech that already existed. So then I was like, AI is a future tech. That's really interesting. It's not very formed yet. There's a little structure to it. So I thought it'd be fun to look at.",4,9,1,0,0,1,0,0,0,0,1,0
5,CF,Researcher,Researcher 2,Okay. Yeah. That's interesting. Would you mind telling me a little bit about some of your research that you have been involved in as a graduate student?,5,9,0,0,0,0,0,0,0,0,0,0
6,CF,Grad Student,Brad,"Yeah, so work that I've done has been outlining how there are different camps I've worked in. Number one is outlining how humans and AI interact with each other, specifically my dissertation work is on how humans and AI systems can impact and influence each other in a task. So how a human could be susceptible to letting a robot or an AI system tell it what to do and take commands from it or vice versa. So looking at what comprises that, how humans should lead AI or how an AI should lead a human, things like that. So that trade off and then I've also done work looking at how ethics in AI systems can be implemented, created and how it interacts with humans. So, it's fairly big part is the ethical implications of AI systems and how those ethical implications ultimately impact the utility of AI. And then the last, there are other smaller things that I've had to do. But then the last main one I worked on is AI. There's a grant that I work on fairly often that is a grant that looks at using machine intelligence and recommender systems to provide recommendations to teachers for professional development. So it's a lot of providing recommendations for their professional development and I work on the side of that where I work on building this system and outline in that aspect.",6,9,1,0,0,1,1,0,0,0,1,0
7,CF,Researcher,Researcher 2,"Yeah, I'm actually familiar with that one, because it's the Name of Program program. We have some people in the learning sciences that are working on that. So I'm familiar with this one. Would you mind giving me a little bit more detail about your project that involves AI ethics? What were some of the results that came out of that?",7,9,1,0,0,0,1,0,0,0,0,0
8,CF,Grad Student,Brad,"So there are two main ones that I can talk about that have differences. The first one is, there's a big one that was looking at it from a theoretical angle, but more of a formation angle of looking at how the complexity of an AI system having a moral agenda would interact with human moral agendas. So obviously if you code an AI system to be ethical, it would have an ethical ideology and when it does work that ideology would exist and be present in its work. So if you'd asked to do something against an ethical ideology, that ethical ideology would present itself in the workplace and that's how humans work too. So what the paper was about was about how our human ideology is going to interact with AI ideologies. And then how it does form a collective team ideology, because that's how it works right now with humans and we're entire teams can have an ethical identity, but does that ethical identity change if you implement an AI system that has its own ethical identity. And then for instance, where should that ethical identity of an AI come from? Should it come from the team it's assigned to? Or should it come from the industry it works in or should it come from general standards of AI appropriateness? Where does that identity come from was also a big question of that. And that's more of a theoretical piece that's higher level because it looks at all those different factors simultaneously. So it was that one. And then the other one we looked at was a piece on how humans react to the ethical severity of a decision with ethical implications. So a decision that might harm someone or a decision might lie to people. And I was looking at, are humans going to be okay with the system that uses social deception or a system that allows physical harm to happen, even if it's not directly causing it. And that one was interesting because that was a full empirical study where we found that a social consequence, lying in deception is a real bad like no go for a lot of people when it comes to the machine system, but something like a physical consequence within the context we were talking about was completely fine. So it was having that consequence and having the AI judge that consequence was okay, but having it have a consequence that almost hurt the relationship between them and the human was worse. So those… the two we looked at the imperial side and then that theoretical side",8,9,0,0,0,1,1,0,1,1,0,0
9,CF,Researcher,Researcher 2,"That's actually really fascinating. Thank you for sharing that. So I know you work with AI and machine learning. So what activities related to AI and machine learning, you do in a typical week? So I know you talked about some of those projects, but what things are you doing on the day-to-day level?",9,9,0,0,0,0,0,0,0,0,0,0
10,CF,Grad Student,Brad,"Yeah. So on the day-to-day, once again, if I talk about it from a project to project standpoint, there are some easy ways to look at it, which are the TLP project, that's coding and expert system, which means I'm looking at how experts look at things and I'm creating rules for a system to make judgements based on those rules. So, on a day-to-day, what I do is, I check those rules. I look at them, but most of what I do is just make sure it's still working. Make sure nothing's gone wrong, make sure I look at the results. I'm like, ""okay, these results came out, they don't look bad."" A lot of it, a lot of time goes into those, a lot, at a concentrated period and then a lot of it's just watching it happen. So that's the one. And then for my dissertation work, I actually use machine intelligent systems that were designed by other groups. So I got them from a group that the platform I chose to use, they had created these bots for that platform. And so what I actually do is just, I found these bots made by that platform that are open source and I slightly tweaked them. So similar to before it's less of a like I need to change and develop so many things every day and more like, ""okay, I just need to keep this up and running, make sure everything's fine. Make sure nothing's changing."" So just a lot of oversight.",10,9,0,0,0,1,0,0,0,0,1,1
